date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:52	753/753	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/pumpeth.com/wp-content/uploads/2018/06/app.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/pumpeth.com/wp-content/uploads/2018/06/app.png	(from https://vitabridge.co.za/)
22:23:53	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/damilare%20btc/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://vitabridge.co.za/)
22:23:59	89503/89503	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/jquery3.6.0.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/jquery3.6.0.min.js	(from https://vitabridge.co.za/)
22:24:00	9038/9038	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/waypoints/jquery.waypoints.min.js	(from https://vitabridge.co.za/)
22:24:03	2183/2183	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/counter/jquery.counterup.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/counter/jquery.counterup.min.js	(from https://vitabridge.co.za/)
22:24:04	8418/8418	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/wow/wow.min.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/wow/wow.min.js	(from https://vitabridge.co.za/)
22:24:08	260/260	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/script/script.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/script/script.js	(from https://vitabridge.co.za/)
22:24:09	11025/11025	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/kit.fontawesome.com/78d167673c.js	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/kit.fontawesome.com/78d167673c.js	(from https://vitabridge.co.za/walletpage.html)
22:24:13	3989/3989	---M--	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/style/walletpage.css	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/style/walletpage.css	(from https://vitabridge.co.za/walletpage.html)
22:24:15	17125/17125	---M--	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/wallet/main.css	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/wallet/main.css	(from https://vitabridge.co.za/walletpage.html)
22:24:17	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2021:24:13%20GMT	https://vitabridge.co.za/wallet/success.html	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/wallet/success.13.delayed	(from https://vitabridge.co.za/walletpage.html)
22:24:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2021:24:14%20GMT	https://vitabridge.co.za/assets/qr.html	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/assets/qr.html	(from https://vitabridge.co.za/walletpage.html)
22:24:18	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2021:24:15%20GMT	https://vitabridge.co.za/wallet/error.html	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/wallet/error.html	(from https://vitabridge.co.za/walletpage.html)
22:24:19	13/13	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/syncwallet.online/static/idlefinance-80d51872039fc5e44da8471f772e7b8e.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/syncwallet.online/static/idlefinance-80d51872039fc5e44da8471f772e7b8e.png	(from https://vitabridge.co.za/walletpage.html)
22:24:20	161409/161409	---M--	200	added ('OK')	text/css	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/wallet/bootstrap.min.css	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/wallet/bootstrap.min.css	(from https://vitabridge.co.za/walletpage.html)
22:24:20	2385/2385	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	(from https://vitabridge.co.za/walletpage.html)
22:24:21	9995/9995	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/images/brd.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/images/brd.jpg	(from https://vitabridge.co.za/walletpage.html)
22:24:23	7070/7070	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	(from https://vitabridge.co.za/walletpage.html)
22:24:27	25945/25945	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/is3-ssl.mzstatic.com/image/thumb/Purple123/v4/30/cd/3a/30cd3a4a-301f-1e00-0899-94d3fb5d07cf/AppIcon-0-1x_U007emarketing-0-5-0-85-220.png/1200x630wa.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/is3-ssl.mzstatic.com/image/thumb/Purple123/v4/30/cd/3a/30cd3a4a-301f-1e00-0899-94d3fb5d07cf/AppIcon-0-1x_U007emarketing-0-5-0-85-220.png/1200x630wa.png	(from https://vitabridge.co.za/walletpage.html)
22:24:32	28718/28718	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/s3.cointelegraph.com/storage/uploads/view/b5ae1eb5338c76c6409e658e8e217032.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/s3.cointelegraph.com/storage/uploads/view/b5ae1eb5338c76c6409e658e8e217032.jpg	(from https://vitabridge.co.za/walletpage.html)
22:24:42	26873/26873	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/www.esports.net/wp-content/uploads/2022/02/wax-wallet.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/www.esports.net/wp-content/uploads/2022/02/wax-wallet.jpg	(from https://vitabridge.co.za/walletpage.html)
22:25:09	73767/73767	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/images/saitama.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/images/saitama.png	(from https://vitabridge.co.za/walletpage.html)
22:25:16	21766/21766	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/images/terra.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/images/terra.png	(from https://vitabridge.co.za/walletpage.html)
22:26:05	3663/3663	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/images/phantom.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/images/phantom.jpg	(from https://vitabridge.co.za/walletpage.html)
22:27:48	20471/20471	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/1ae92b26df02f0abca6304df07debccd18262fdf5fe82daa81593582dac9a369.png	(from https://vitabridge.co.za/walletpage.html)
22:27:50	6633/6633	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/4622a2b2d6af1c9844944291e5e7351a6aa24cd7b23099efac1b2fd875da31a0.jpg	(from https://vitabridge.co.za/walletpage.html)
22:27:53	35157/35157	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.png	(from https://vitabridge.co.za/walletpage.html)
22:27:58	59758/59758	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	(from https://vitabridge.co.za/walletpage.html)
22:28:02	10892/10892	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/f2436c67184f158d1beda5df53298ee84abfc367581e4505134b5bcf5f46697d.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:03	3954/3954	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/0b58bf037bf943e934706796fb017d59eace1dadcbc1d9fe24d9b46629e5985c.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:08	7423/7423	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/9d373b43ad4d2cf190fb1a774ec964a1addf406d6fd24af94ab7596e58c291b2.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:11	7828/7828	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/dceb063851b1833cbb209e3717a0a0b06bf3fb500fe9db8cd3a553e4b1d02137.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:11	3936/3936	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/20459438007b75f4f4acb98bf29aa3b800550309646d375da5fd4aac6c2a2c66.png	(from https://vitabridge.co.za/walletpage.html)
22:28:15	222338/222338	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/cryptologos.cc/logos/aave-aave-logo992f.png?v=022	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/cryptologos.cc/logos/aave-aave-logo992f992f.png	(from https://vitabridge.co.za/walletpage.html)
22:28:16	5516/5516	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/s2.coinmarketcap.com/static/img/coins/200x200/2772.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/s2.coinmarketcap.com/static/img/coins/200x200/2772.png	(from https://vitabridge.co.za/walletpage.html)
22:28:18	6274/6274	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	(from https://vitabridge.co.za/walletpage.html)
22:28:22	15243/15243	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	(from https://vitabridge.co.za/walletpage.html)
22:28:28	5563/5563	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:29	13353/13353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:40	9881/9881	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/ccb714920401f7d008dbe11281ae70e3a4bfb621763b187b9e4a3ce1ab8faa3b.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:43	7225/7225	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/83f26999937cbc2e2014655796da4b05f77c1de9413a0ee6d0c6178ebcfc3168.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:45	12604/12604	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/71dad538ba02a9b321041d388f9c1efe14e0d1915a2ea80a90405d2f6b67a33d.jpg	(from https://vitabridge.co.za/walletpage.html)
22:28:48	14809/14809	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Jun%202023%2004:17:36%20GMT	https://vitabridge.co.za/registry.walletconnect.org/logo/lg/efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	C:/My%20Web%20Sites/damilare%20btc/vitabridge.co.za/registry.walletconnect.org/logo/lg/efba9ae0a9e0fdd9e3e055ddf3c8e75f294babb8aea3499456eff27f771fda61.jpg	(from https://vitabridge.co.za/walletpage.html)
